Name	Description	Imprints
Ladies' Tanks - 1CF, 2CB	Black print on chest. Red and black print on side, wrapping around back.	Screen Print,1-C,Front	Screen Print,2-C,Back
Men's Tees - 1CF. 2CB	Black print on chest. Red and black print on side, wrapping around back.	Screen Print,1-C,Front	Screen Print,2-C,Back
Black Polo white thread	""	Embroidery
White Polo navy thread	""	Embroidery
WTMC Air Raid (EMB)	""	Embroidery
Assorted Garments - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
Navy - Assorted Garments - 2cf	""	Screen Print,2-C,Front	Direct To Garment,Front
Tin Can Bros Extras (1cf)	""	Screen Print,1-C,Front
track jacket 1cf, 5cb	""	Screen Print,1-C,Front	Screen Print,5-C,Back
Delta Sigma Phi (Winter Rush) (1cf, 2cb)	""	Screen Print,1-C,Front	Screen Print,2-C,Back
SVHS Math Team (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Customer Provided - EMB left chest (logo)/right chest (Kevin)/Full Back (logo)	""	Embroidery
#breakthebalcony (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Black - Provided Bags - After the Impact logo EMB	""	Embroidery
Blank Garment	""	Direct To Garment,Front
DTG white shirt	Front and Back print	Direct To Garment,Front
Hoodies - 1CF, 1CB	White ink on front and back of black hoodies.	Screen Print,1-C,Front	Screen Print,1-C,Back
Provided Shorts - 1C, 3 Locations	Poly white ink on 3 locations of black shorts	Screen Print,1-C,Front
Polos EMB	""	Embroidery
Zip- up Applique	Columbia Blue Applique Fabric. Satin Columbia blue stitch (Matching thread) PHi Sigma Phi Written Vertically on Left side	Embroidery
Assorted Garments - 1cf	""	Screen Print,1-C,Front	Direct To Garment,Front
M-Law Hoodies (2cf)	""	Screen Print,2-C,Front
Customer Provided - EMB left chest	""	Embroidery
Purdue Delta Sigma Phi (1cf, 2cb)	""	Screen Print,1-C,Front	Screen Print,2-C,Back
Lambda Sigma Gamma Delta (DTG-381W)	""	Direct To Garment,Front (White Base)
Assorted Garments - 4cf/1cb	""	Screen Print,4-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
Carolina Blue - Adult Tees - DTGNWFB	""	Direct To Garment,Front
DRS Tees (2cf)	""	Screen Print,2-C,Front
LS Tee- black - 4cf/2cb	""	Screen Print,4-C,Front	Screen Print,2-C,Back
tees - navy 2cf	""	Screen Print,2-C,Front
Arts in Motion (dtg-381W)	""	Direct To Garment,Front (White Base)
Black - Knit Cap - EMB white thread (Brand Visions logo)	""	Embroidery
Black - Knit Cap - EMB white thread (Triangle logo)	""	Embroidery
Tornado Volleyball Tees (1cf)	""	Screen Print,1-C,Front
Army-Navy Extras (2cf, 2cs)	""	Screen Print,2-C,Front	Screen Print,2-C,Sleeve
O3 Pant Embroidery 	""	Embroidery
Adult Tees - 3cf (MSFC logo)	""	Screen Print,3-C,Front
Assorted Garments - 3cf (Rooster Logo)	""	Screen Print,3-C,Front	Direct To Garment,Front
sample - 1CF/1CB	""	Screen Print,1-C,Front	Screen Print,1-C,Back
enspiRED (1cf)	""	Screen Print,1-C,Front
Saline Cheer (2cf, 2cb)	""	Screen Print,2-C,Front	Screen Print,2-C,Back
Garment Bag Embroidery	""	Embroidery	Direct To Garment,Front
Dutch Rudder Shirt - 381	Digital print on orange shirt	Direct To Garment,Front (White Base)
Assorted Garments - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
Beyond Trophies Rush (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Agency EA - Target/Google Red Long Sleeves - 381w, 381w	Digital print on front and back of red t-shirts	Direct To Garment,Front (White Base)
Blank Scarves	Blank scarves, no emboridery	Embroidery
TRW Embroidery (EMB)	""	Embroidery
tees - gray - 3cf	centered 3 color logo on front of shirt	Screen Print,3-C,Front
Royal Blue - Assorted garments - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
Ross Ski Club (5cf, 1cb)	""	Screen Print,5-C,Front	Screen Print,1-C,Back
Assorted Blankets - EMB	""	Embroidery
EMU Freshmen Choir (EMB)	""	Embroidery
AGD Pocket Tees (1cf,1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
1 on 1 Shooting Shirts (2cf, 1cb, 1cs)	""	Screen Print,2-C,Front	Screen Print,1-C,Back	Screen Print,1-C,Sleeve
Blue Lion Fitness Extras (2cf)	""	Screen Print,2-C,Front
AGD Long Sleeves (1cf)	""	Screen Print,1-C,Front
Hat - EMB	Logo front and center on hat	Embroidery
"Meleo Jerseys (2cf,1cb 3"" x 14"" white) (LARGER SIZES)
"	""	Screen Print,2-C,Front	Screen Print,1-C,Back
"Sea Lions Swimming (1cf, 1cb)
"	""	Screen Print,1-C,Front	Screen Print,1-C,Back
tees - red - 1cf	Graphic and date are off center over heart.	Screen Print,1-C,Front
8th Grade (2cf, 2cb)	""	Screen Print,2-C,Front	Screen Print,2-C,Back
7th Grade (2cf, 2cb)	""	Screen Print,2-C,Front	Screen Print,2-C,Back
Maiz Mexican Cantina (2cf, 4cb)	""	Screen Print,2-C,Front	Screen Print,4-C,Back
1 on 1 athletics (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Scrubs, EMB left chest, navy thread	"Front, left chest: Dr. Scott Hood
[Tooth] 
Family & Cosmetic Dentistry"	Embroidery
Scrubs, EMB left chest, navy thread	"Front, left chest: Dr. Scott Hood
[Tooth] 
Family & Cosmetic Dentistry"	Embroidery
Shirts - 4cf/1cb (Manzanitas)	""	Screen Print,4-C,Front	Screen Print,1-C,Back
Totes - 2cf (Manzanitas)	""	Screen Print,2-C,Front
Shirts - 3cf/1cb (Green Apple Garden)	""	Screen Print,3-C,Front	Screen Print,1-C,Back
Totes - 2cf (Green Apple Garden)	""	Screen Print,2-C,Front
Royal - Adult Tees - DTGWF	""	Direct To Garment,Front (White Base)	Direct To Garment,Front
Assorted Garments - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
"Jerseys (1cf, 2"" transfer full block orange, 6"" champ orange) reversible"	""	Screen Print,1-C,Front
Shorts (1cf) Reversible	""	Screen Print,1-C,Front
Alternate Shorts (1cf) Reversible	""	Screen Print,1-C,Front
AASC 9 - 1CF/1CB/# transfer on back	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Nash (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
WDVD (4cf)	""	Screen Print,4-C,Front
tees - purple - 1cf/1cb	Reprint with different color shirt	Screen Print,1-C,Front	Screen Print,1-C,Back
Tees - emb 	""	Embroidery
Navy - Assorted Tanks - 1cb	""	Screen Print,1-C,Back
Black - Knit Caps - EMB (white thread)	""	Embroidery
Adult Tees - 1cf (Buddha's Belly logo)	""	Screen Print,1-C,Front
Royal - Adult Tees - 1cf (Spice and Rice logo)	""	Screen Print,1-C,Front
Elf Tree Tee (DTG-381W)	""	Direct To Garment,Front (White Base)
Tanner's Lawn Care (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Saline Cheer Invitational (2cf)	""	Screen Print,2-C,Front
Beanie - Black - EMB	"Sportsman 12"" with 2 color logo EMB on front fold.(white and OP Blue)"	Embroidery
Black - Assorted Garments - 2cf/2cb	""	Screen Print,2-C,Front	Screen Print,2-C,Back	Direct To Garment,Front
Black - Youth Shirts - 2cf/2cb (Same design, smaller screens)	""	Screen Print,2-C,Front	Screen Print,2-C,Back
AADC Dance Moms (2cb,  1x4.5 full block, bubblegum pink.)	""	Screen Print,2-C,Back
Tahiti Blue - Assorted Garments - DTGWB (fr/bk)	""	Direct To Garment,Front (White Base)	Direct To Garment,Back (White Base)	Direct To Garment,Front,Back	Direct To Garment,Front
tees - Gray Wheel MAN	2CF/1CSleeve	Screen Print,2-C,Front	Screen Print,1-C,Sleeve
tees - Indigo - Wheel WOMAN	2CF/1CSleeve	Screen Print,2-C,Front	Screen Print,1-C,Sleeve
Winter Classic Beanies (EMB)	""	Embroidery
Turquoise - Bowling Shirts - EMB unique names left chest	""	Embroidery
T-shirts and Hoodies 1sF/1sB	"Front, left chest, white ink: Huron Heating
Back, full back, white ink:
 Huron Heating
and Air Conditioning

(and Air Conditioning in smaller letters)
"	Screen Print,1-C,Front Sleeve	Screen Print,1-C,Back Sleeve	Screen Print,1-C,Sleeve
Learning A-Z Rush (6cf)	""	Screen Print,6-C,Front
Black - Adult Tees - 1cf	""	Screen Print,1-C,Front
Ross Ski Club Hats (EMB)	""	Embroidery
White - Adult Tees - 1cf	""	Screen Print,1-C,Front
MRPR Tees (DTG-381W)	""	Direct To Garment,Front (White Base)
Blank Garments	""	Direct To Garment,Front
Alumni (DTG-381W)	""	Direct To Garment,Front (White Base)
Cayman Chemical (No Stress) (3cf, 1cb)	""	Screen Print,3-C,Front	Screen Print,1-C,Back
Black - Assorted Garments - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
Jacket (emb)	""	Embroidery
Wind Breaker (emb)	""	Embroidery
JH - Black Ladies' Shorts - 1CF	White print on side of black shorts	Screen Print,1-C,Front
"Black - Adult Jackets - 2cf + TN (Full Block, 1 x 4.5"" Columbia Blue)/2cb"	""	Screen Print,2-C,Front	Screen Print,2-C,Back
Elevation Church (1cf)	""	Screen Print,1-C,Front
"Hooker Rd Hockey (1cf, 10"" full block, black)"	""	Screen Print,1-C,Front
"Pond Hockey Jerseys (3cf, 8"" white full block numbers)"	""	Screen Print,3-C,Front
Black - Assorted Garments - DTGWF larger print	""	Direct To Garment,Front (White Base)	Direct To Garment,Front
Navy - Adult Tees - 2cf	""	Screen Print,2-C,Front
Knee Draggers Anonymous (1cf, 1cb, 1cs)	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Screen Print,1-C,Sleeve
White (1cf, 1cb, 1cs)	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Screen Print,1-C,Sleeve
Tees (no sleeve) 1cf, 1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back
White Tees (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Si, Se Puede! (3cf)	""	Screen Print,3-C,Front
Black - Assorted Garments - DTGWF smaller print	""	Direct To Garment,Front (White Base)	Direct To Garment,Front
Saline Parents (2cf,  full block, 2.5 x 14, navy)	""	Screen Print,2-C,Front
Black - Assorted Poplins - EMB left chest	""	Embroidery
TRW Embroidery (Jan 2015) emb	""	Embroidery
TOLEDO CITY PAPER (TRADE) (8cf, 1cb)	""	Screen Print,8-C,Front	Screen Print,1-C,Back
Learning A-Z Tees (6cf)	""	Screen Print,6-C,Front
6th Grade (3cf, 2cb)	""	Screen Print,3-C,Front	Screen Print,2-C,Back
SGT Polo's (EMB)	""	Embroidery
Heather Royal - Adult Tees - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back
EMB left chest/back collar	""	Embroidery
RUSH Tee (DTG-381W) 	""	Direct To Garment,Front (White Base)
DTG-NW	Front print only	Direct To Garment,Front
NVAR 2015 Ride - 2CF, 4CB, 2CRS	Gildan 2000 indigo blue shirts in short and long sleeve. Print on front, back, and right sleeve.	Screen Print,2-C,Front	Screen Print,4-C,Back	Screen Print,2-C,Right Sleeve
Crowne Plaza Apparel (1cf) white	""	Screen Print,1-C,Front
Get Strong (1cf)	""	Screen Print,1-C,Front
Military - Skull Crackers Med - 3CF, 4CB	Black cotton tees with 3CF, 4CB	Screen Print,3-C,Front	Screen Print,4-C,Back
Get Strong (Bar Plates) (1cf, 2cb)	""	Screen Print,1-C,Front	Screen Print,2-C,Back
Crowne Plaza Apparel (1cf) black	""	Screen Print,1-C,Front
Basketball Dev. League (Jan 2015) (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
EMU Jewish Studies (2cf)	""	Screen Print,2-C,Front
Charcoal - Adult Crewnecks - 2cf/2cb	""	Screen Print,2-C,Front	Screen Print,2-C,Back
Charcoal - Adult Crewneck - 2cf (same front as job 1)	""	Screen Print,2-C,Front
Blue Tees (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
"Tax Season is Over (1cf, 8"" champ white)"	""	Screen Print,1-C,Front
Custom Tee (DTG-381NW)	""	Direct To Garment,Front	Direct To Garment,Front (White Base)
Assorted Garments - 1cf/1cb (black design)	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
Assorted Garments - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
Black - Assorted Garments - 2cf/2cb	""	Screen Print,2-C,Front	Screen Print,2-C,Back	Direct To Garment,Front
Black - Youth Shirts - 2cf/2cb (Same design, smaller screens)	""	Screen Print,2-C,Front	Screen Print,2-C,Back
White - Adult Tees - 1cf	""	Screen Print,1-C,Front
Saline Parents (2cf)	""	Screen Print,2-C,Front
Saline Cheer (2cf, 2cb)	""	Screen Print,2-C,Front	Screen Print,2-C,Back
Tees-  Red 1cf/1cb + AATC Logo	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Royal - Adult Tees - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back
White Long Sleeve T-shirts,dtgF/dtgB	"Front, left chest: Shorthorse Racing Logo

Back: Mopar Logo with white gray and blue"	Direct To Garment,Front,Back	Direct To Garment,Back
In-Time Tees (dtg-381W)	""	Direct To Garment,Front (White Base)
I'm in love with a Ginger (3cf)	""	Screen Print,3-C,Front
Team Boney Reprint (DTG-381W)	""	Direct To Garment,Front (White Base)
Shooting Shirt Reprint (2cf, 1cb, 1cs)	""	Screen Print,2-C,Front	Screen Print,1-C,Back	Screen Print,1-C,Sleeve
Ashley's Ruination Jersey (EMB shoulders, Applique front/ back) 	""	Embroidery
ThoughtWorks - Experience Design - 2CF, 1CB	Dark grey shirts with two color print on front and white print on back.	Screen Print,2-C,Front	Screen Print,1-C,Back
Hat Embroidery  (lower left print)	""	Embroidery
Hat Embroidery (reg logo)	""	Embroidery
Hat (all white) emb	""	Embroidery
Fishing Weekend (1cf)	""	Screen Print,1-C,Front
Backpack - EMB trilogiq logo	""	Embroidery
"White/Navy - Adult Jerseys - 2cf/1cb+TN# (Navy 2.5x14 full block, Gold 8"" Champ)"	""	Screen Print,2-C,Front	Screen Print,1-C,Back
Back from the Dead Tour Shirt - 5cF z(LF), 3cB(LF)	""	Screen Print,5-C,Front	Screen Print,3-C,Back
Blaze - Maggot Face Shirt - 3cF(SF) , 3cB(SF)	""	Screen Print,3-C,Front	Screen Print,3-C,Back
Blaze - MLZ Shirt - 6cF(SF), 3cB(SF)	""	Screen Print,6-C,Front	Screen Print,3-C,Back
Blaze - Terminator Shirt - 5cF(LF), 4cB(LF)	""	Screen Print,5-C,Front	Screen Print,4-C,Back
Blaze Green Bandana - 1CF(LF)	White ink on green bandana	Screen Print,1-C,Front
Blaze Black Bandana - 1CF(LF)	White ink on black bandana	Screen Print,1-C,Front
Blaze - Red Bandana - 1CF(LF)	Black ink on red bandana	Screen Print,1-C,Front
Hoody, dtgF/dtgB	"Front, high left chest, black ink: Howard Hanna Logo
Back, black ink, two lines, 1.5 inch letters:
Selling homes is an art. Miriam creates masterpieces. "	Direct To Garment,Front,Back	Direct To Garment,Back
White - Adult Tees - 1cf	""	Screen Print,1-C,Front
Lime - Adult Tees - 1cf/ AATC logo left sleeve	""	Screen Print,1-C,Front
Black - Adult Tees - 1cf	""	Screen Print,1-C,Front
Assorted Garments - No print	""	Direct To Garment,Front
Navy - Ladies long sleeves - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back
"O Jerseys (1cf, 1cb) 8"" champ, white"	""	Screen Print,1-C,Front	Screen Print,1-C,Back
"R Jerseys (1cf, 1cb) 8"" champ, white"	""	Screen Print,1-C,Front	Screen Print,1-C,Back
"H (1cf, 1cb) 8"" champ, white"	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Pi (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Prince Jersey (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
OK Archery Sample (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
i Jersey (1cf, 1cb)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Black - Adult Tee - DTGWF	""	Direct To Garment,Front (White Base)	Direct To Garment,Front
tees - navy DTG-W	\\AATC\Custom Artwork\Client Artwork\2014-08\2014-08-22_Tori_Byers_CIRCLE_K	Direct To Garment,Front	Direct To Garment,Front (White Base)
2cb only--no front print	""	Screen Print,2-C,Back
White - Adult Tees - 1cf/1cb (#HeadyReady)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
White - Adult Tees - 1cf	""	Screen Print,1-C,Front
NVAR 2015 Ride Long Sleeve- 2CF, 4CB, 2CRS	Gildan 2400 indigo blue shirts in short and long sleeve. Print on front, back, and right sleeve.	Screen Print,2-C,Front	Screen Print,4-C,Back	Screen Print,2-C,Right Sleeve
Addition to Job 1 (1cf)	""	Screen Print,1-C,Front
System's In Motion--RUSH HOODIE (DTG-381W	""	Direct To Garment,Front (White Base)
 tees red 1cf	white ink	Screen Print,1-C,Front
Michigan Tour Guides (2cf)	""	Screen Print,2-C,Front
Black - Adult Turtlenecks - EMB left chest white thread	""	Embroidery
White (lower left) emb	""	Embroidery
Michigan Fish Mafia (2cf)	""	Screen Print,2-C,Front
Same Print as Job One (BACK PRINT) 2cb	""	Screen Print,2-C,Back
NSR - Youth Embroidered Zip Hoodies [EMB]	Royal hoodies will not use royal thread. 	Embroidery
Classic T - 1CF, 1RS	Black ink on front and right sleeve of heather grey tees.	Screen Print,1-C,Front
Classic T Women - 1CF, 1RS	Black ink on front and back of heather grey tees.	Screen Print,1-C,Front
Classic T Women - 1CF, 1CB	Black ink on front and back of heather grey tanks.	Screen Print,1-C,Front	Screen Print,1-C,Back
No Luck Limited - Men - 2CF, 2CB	Red + white ink on front and back	Screen Print,2-C,Front	Screen Print,2-C,Back
No Luck Limited - Women -2CF, 2CB	Red + white ink on front and back	Screen Print,2-C,Front	Screen Print,2-C,Back
300 Game Embroidery	""	Embroidery
Hustle / Humble - Red Tees, Men - 2CF	Black and white ink on front chest	Screen Print,2-C,Front
Hustle / Humble - Black Tees, Men - 3CF	Pantone blue and Pantone orange over white on front chest	Screen Print,3-C,Front
Hustle / Humble - Red Tees, Women - 2CF	Black and white ink on front chest	Screen Print,2-C,Front
Hustle / Humble - Black Tees, Women - 3CF	Pantone blue and Pantone orange over white on front chest	Screen Print,3-C,Front
Navy - Adult Sweatshirt - DTGWF	""	Direct To Garment,Front (White Base)	Direct To Garment,Front
Dark Heather Grey - Adult Tees - 2cf/ AATC logo 2 color full back	""	Screen Print,2-C,Front
tees-black-3cf	""	Screen Print,3-C,Front
Navy - Adult Tees - DTGWF	""	Direct To Garment,Front (White Base)	Direct To Garment,Front
Navy - Youth Tees - DTGWF	""	Direct To Garment,Front (White Base)	Direct To Garment,Front
Assorted Garments - 1cf/1cb	""	Screen Print,1-C,Front	Screen Print,1-C,Back	Direct To Garment,Front
Assorted Knit Caps - EMB (white thread)	""	Embroidery
White Onesie dtgF	Front, black ink: Thug Life art	Direct To Garment,Front
Black Onesie, dtgF	Front, white ink: Thug Life art	Direct To Garment,Front
"Tees - white -1cf+AATC logo numbers champ Forest Green 8"" "	"EMU Green Ink front only, + Custom numbers

+ Custom names on 2 shirts COACH "	Screen Print,1-C,Front
Assorted Knit Caps - EMB (Grout Masters logo)	""	Embroidery
Black - Ladies V-neck - DTGWFB	""	Direct To Garment,Front (White Base)	Direct To Garment,Front,Back (White Base)	Direct To Garment,Front
Black - Adult Tee - DTGWFB	""	Direct To Garment,Front (White Base)	Direct To Garment,Front,Back (White Base)	Direct To Garment,Front
Maven Logo (DTG-381W)	""	Direct To Garment,Front (White Base)
Blankets, History	"Corner stitching, 1971 thread: 
Block M 3"" tall
History 1"" tall"	Embroidery
Blankets, Chemical Engineering	"Corner stitching, 1971 thread: 
Block M 3"" tall
CHEMICAL ENGINEERING 1"" tall two lines"	Embroidery
Tees (5cf)	""	Screen Print,5-C,Front
"tees - green - 1cf+AATC logo numbers champ White 8"""	"White ink front only, + Custom numbers

+ Custom names on 2 shirts COACH "	Screen Print,1-C,Front
Hoodies (5cf)	""	Screen Print,5-C,Front
tees - navy -Name front: Impress, Straight, 2.5x14, White/ 1cb	"front: Custom names - Impress, Straight, 2.5x14, White
Back:  1cb"	Screen Print,1-C,Back
Dare to Excel (EMB)	""	Embroidery
Full Zips (1cf)	""	Screen Print,1-C,Front
NSR - Youth Embroidered Zip Hoodies [EMB]	Pink Hoodies will use royal thread.	Embroidery
College Ambassador Tees (dtg-381W)	""	Direct To Garment,Front (White Base)
IOE Polo's (EMB)	""	Embroidery
White - Adult Tees - 1cf/1cb (Men's Basketball)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
White - Adult Tees - 1cf/1cb (Women's Basketball)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Front & Back - 8CF (Offset Load), 2CB	8 color print on front side (offset load, DO NOT CENTER print on front). 2 color back.	Screen Print,8-C,Front	Screen Print,2-C,Back
Front & RIGHT Sleeve - 8CF (same as Job 1), 3CRS	8 color print on front side (offset load, DO NOT CENTER print on front). 3 color right sleeve.	Screen Print,8-C,Front	Screen Print,3-C,Right Sleeve
Royal - Adult Long Sleeves - 2cf/(AATC logo upper back)	""	Screen Print,2-C,Front
INKSOFT--ANDREA HARRIS (2cf, 1cb)	""	Screen Print,2-C,Front	Screen Print,1-C,Back
Black - ladies v-necks - 2cf/1cb	""	Screen Print,2-C,Front	Screen Print,1-C,Back
IOE Engineering	"Corner stitching, 1971 thread: 
Block M 3"" tall
IOE Engineering 1"" tall two lines"	Embroidery
TRW	"Corner stitching, 1801 thread: 
TRW 30% larger (minus the fine print under logo)

"	Embroidery
Kelsey Museum	"Corner stitching, 1971 thread: 
Block M 3"" tall
Kelsey Museum 1"" tall two lines"	Embroidery
Black - Adult Turtlenecks - EMB left chest white thread	""	Embroidery
Sigma Kappa Sundaes (2cf, 2cb)	""	Screen Print,2-C,Front	Screen Print,2-C,Back
Black - Adult v-necks - DTGWF	""	Direct To Garment,Front (White Base)	Direct To Garment,Front
Irish Green - Adult Tees - 1cf/1cb (AATC logo left sleeve)	""	Screen Print,1-C,Front	Screen Print,1-C,Back
Black - Assorted Garments - 1cf/2cb	""	Screen Print,1-C,Front	Screen Print,2-C,Back	Direct To Garment,Front
Black - Adult Quarter-zips - 2cf	""	Screen Print,2-C,Front
Blank Garments	""	Direct To Garment,Front
AATC Large Logo (5cf)	""	Screen Print,5-C,Front
YTC Large Logo (5cf)	""	Screen Print,5-C,Front
White - Adult Tees - 2cf/1cls (Positioned for Favor design)	""	Screen Print,2-C,Front	Screen Print,1-C,Left Sleeve
Ringer Bells - EMB	Left chest embroidery on pique knit polos	Embroidery
White - Adult Tees - 2cf (Young Lions)	""	Screen Print,2-C,Front
White - Adult Tees - 2cf (L.A.D.Y.S.)	""	Screen Print,2-C,Front
NSR - February Fleece - EMB	Stitching on left chest of black fleece jackets	Embroidery
No Luck Traditional - Men - 1CF, 2CB	Red ink on front, black + red ink on back.	Screen Print,1-C,Front	Screen Print,2-C,Back
Cubs AC Embroidery (EMB)	""	Embroidery
Gold Honor Roll (1cf)	""	Screen Print,1-C,Front
Silver Honor Roll (1cf)	""	Screen Print,1-C,Front
White - Adult Tees - 1cb (AATC logo included)	""	Screen Print,1-C,Back
